0	0
3.16E-30	-2.62E-59
3.41E-05	-3.05E-09
0.000204357	-1.10E-07
0.001055844	-2.91E-06
0.005313278	-7.13E-05
0.026600452	-0.001506269
0.058196224	-0.005407418
0.094749618	-0.009498634
0.137424552	-0.009856059
0.202939065	0.005566154
0.270932542	0.047036701
0.370230136	0.154524889
0.503016292	0.364335874
0.652811917	0.636813317
0.808529338	0.892641747
0.978506538	1.085264589
1.156139056	1.172319513
1.328202726	1.165572908
1.504780007	1.106163906
1.693401	1.030103023
1.88360502	0.973623284
2.076109001	0.949854092
2.276109001	0.955151427
2.476109001	0.975836486
2.676109001	0.99707651
2.876109001	1.01022454
3.076109001	1.013585482
3.276109001	1.010080317
3.476109001	1.004086177
3.676109001	0.999067296
3.876109001	0.996595816
4.076109001	0.996548831
4.276109001	0.997893138
4.476109001	0.999490969
4.676109001	1.000597518
4.876109001	1.000986376
5.076109001	1.00081453
5.276109001	1.000393612
5.476109001	0.999998966
5.676109001	0.999775999
5.876109001	0.999738798
6.076109001	0.999821525
6.276109001	0.999939262
6.476109001	1.000030036
6.676109001	1.00006948
6.876109001	1.0000642
7.076109001	1.000035702
7.276109001	1.000005387
7.476109001	0.999986087
7.676109001	0.999980692
7.876109001	0.999985309
8.076109001	0.99999376
8.276109001	1.000001023
8.476109001	1.000004727
8.676109001	1.000004945
8.876109001	1.000003104
9.076109001	1.000000829
9.276109001	0.999999211
9.476109001	0.999998609
9.676109001	0.999998821
9.876109001	0.999999409
10	0.999999782
